entity1,entity1type,entity2,entit2type,relation
ascorbic acid,treatment,FXS,problem,TrAP
vitamin C,treatment,FXS,problem,TrAP
α-tocopherol,treatment,FXS,problem,TrAP
vitamin E,treatment,FXS,problem,TrAP
Memantine,treatment,Alzheimer's disease,problem,TrAP
memantine,treatment,X-associated tremor/ataxia syndrome,problem,TrAP
memantine,treatment,FXTAS,problem,TrAP
mild adverse events,problem,memantine,treatment,TrAP
memantine,treatment,FXTAS,problem,TrAP
Minocycline,treatment,fragile X syndrome,problem,TrAP
Minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
acamprosate,treatment,FXS,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
Minocycline,treatment,fragile X,problem,TrAP
Minocycline,treatment,FXS,problem,TrAP
propofol,treatment,rCPS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,rCPS,problem,TrAP
propofol,treatment,rCPS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,rCPS,problem,TrAP
propofol,treatment,rCPS,problem,TrAP
STX209,treatment,fragile X syndrome,problem,TrAP
STX209,treatment,neurobehavioral function,problem,TrAP
STX209,treatment,fragile X syndrome,problem,TrAP
STX209,treatment,fragile X syndrome,problem,TrAP
oxytocin,treatment,social anxiety,problem,TrAP
PGD,treatment,fragile X syndrome,problem,TrAP
Ampakine compound CX516,treatment,fragile X syndrome,problem,TrAP
Ampakine compound CX516,treatment,FXS,problem,TrAP
placebo,treatment,FXS,problem,TrAP
placebo,treatment,FXS,problem,TrAP
therapeutic strategy,treatment,FXS,problem,TrAP
analytic intervention,treatment,problem behaviors,problem,TrAP
analytic intervention,treatment,FXS,problem,TrAP
functional communication training,treatment,problem behaviors,problem,TrAP
functional communication training,treatment,FXS,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,FXS,problem,TrAP
FCT,treatment,FXS,problem,TrAP
FCT,treatment,problem behaviors,problem,TrAP
FCT,treatment,problem behavior,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
trofinetide,treatment,fragile X syndrome,problem,TrAP
Trofinetide,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
parent-implemented language intervention,treatment,fragile X syndrome,problem,TrAP
PILI,treatment,fragile X syndrome,problem,TrAP
lovastatin,treatment,fragile X syndrome,problem,TrAP
parent-implemented language intervention,treatment,FXS,problem,TrAP
PILI,treatment,FXS,problem,TrAP
lovastatin,treatment,FXS,problem,TrAP
citicoline,treatment,tremor,problem,TrAP
citicoline,treatment,balance abnormalities,problem,TrAP
citicoline,treatment,cognitive decline,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
citicoline,treatment,FXTAS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
cognitive training,treatment,FXS,problem,TrAP
CT,test,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
CT,test,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
CT,test,FXS,problem,TrAP
EGCG,treatment,FXS,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
Cannabidiol,treatment,symptoms,problem,TrAP
Cannabidiol,treatment,behavioral symptoms,problem,TrAP
Cannabidiol,treatment,FXS,problem,TrAP
CBD,treatment,FXS,problem,TrAP
CBD,treatment,symptoms,problem,TrAP
CBD,treatment,behavioral symptoms,problem,TrAP
CBD,treatment,FXS,problem,TrAP
transdermal CBD gel,treatment,FXS,problem,TrAP
Minocycline,treatment,synaptic,problem,TrAP
Minocycline,treatment,connections,problem,TrAP
Minocycline,treatment,behavior,problem,TrAP
Minocycline,treatment,fragile X syndrome,problem,TrAP
minocycline,treatment,behavioral measures,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
minocycline,treatment,MMP-9,problem,TrAP
acamprosate,treatment,FXS,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
donepezil,treatment,fragile X syndrome,problem,TrAP
Minocycline,treatment,fragile X,problem,TrAP
placebo,test,anxiety,problem,TrAP
placebo,test,mood-related behaviors,problem,TrAP
Minocycline,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
propofol,treatment,FXS,problem,TrAP
STX209,treatment,fragile X syndrome,problem,TrAP
STX209,treatment,neurobehavioral function,problem,TrAP
STX209,treatment,fragile X syndrome,problem,TrAP
oxytocin,treatment,social anxiety,problem,TrAP
OT,treatment,social anxiety,problem,TrAP
OT,treatment,FXS,problem,TrAP
atypical,treatment,behavioral cluster,problem,TrAP
antipsychotic drugs,treatment,behavioral cluster,problem,TrAP
aripiprazole,treatment,FXS,problem,TrAP
aripiprazole,treatment,FXS,problem,TrAP
Riluzole,treatment,glutamate,problem,TrAP
treatment,treatment,compulsive behavior,problem,TrAP
treatment,treatment,FXS,problem,TrAP
antagonists,treatment,FXS,problem,TrAP
antagonists,treatment,FXS,problem,TrAP
Minocycline,treatment,MMP-9,problem,TrAP
Minocycline,treatment,behavioural,problem,TrAP
Minocycline,treatment,synapse abnormalities,problem,TrAP
Minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,behavioural abnormalities,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
minocycline,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
VPA,treatment,FXS,problem,TrAP
VPA,treatment,ADHD,problem,TrAP
VPA,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
melatonin,treatment,sleep problems,problem,TrAP
melatonin,treatment,autistic spectrum disorder,problem,TrAP
melatonin,treatment,ASD,problem,TrAP
melatonin,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,sleep problems,problem,TrAP
fenobam,treatment,fragile X syndrome,problem,TrAP
fenobam,treatment,fragile X,problem,TrAP
mGluR5 antagonist,treatment,fragile X syndrome,problem,TrAP
mGluR5 antagonist,treatment,fragile X,problem,TrAP
fenobam,treatment,fragile X syndrome,problem,TrAP
fenobam,treatment,fragile X,problem,TrAP
fenobam,treatment,FXS,problem,TrAP
mGluR5 antagonists,treatment,FXS,problem,TrAP
donepezil,treatment,FRAX,problem,TrAP
acetylcholinesterase inhibitor,treatment,FRAX,problem,TrAP
donepezil,treatment,cognitive-behavioral function,problem,TrAP
acetylcholinesterase inhibitor,treatment,cognitive-behavioral function,problem,TrAP
treatment,treatment,FRAX,problem,TrAP
treatment,treatment,genetic disorders,problem,TrAP
sertraline,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
low-dose sertraline,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
sertraline,treatment,autism spectrum disorder,problem,TrAP
Treatment,treatment,FXS,problem,TrAP
treatment,treatment,side effects,problem,TrAP
sertraline,treatment,FXS,problem,TrAP
sertraline,treatment,side effects,problem,TrAP
melatonin,treatment,sleep problems,problem,TrAP
melatonin,treatment,autistic spectrum disorder,problem,TrAP
melatonin,treatment,ASD,problem,TrAP
melatonin,treatment,fragile X syndrome,problem,TrAP
melatonin,treatment,sleep problems,problem,TrAP
melatonin,treatment,ASD,problem,TrAP
melatonin,treatment,FXS,problem,TrAP
treatment,treatment,sleep problems,problem,TrAP
treatment,treatment,ASD,problem,TrAP
treatment,treatment,FXS,problem,TrAP
fenobam,treatment,fragile X syndrome,problem,TrAP
fenobam,treatment,fragile X,problem,TrAP
fenobam,treatment,fragile X syndrome,problem,TrAP
oral dose,treatment,fragile X,problem,TrAP
fenobam,treatment,fragile X,problem,TrAP
fenobam,treatment,FXS,problem,TrAP
donepezil,treatment,FRAX,problem,TrAP
acetylcholinesterase inhibitor,treatment,FRAX,problem,TrAP
treatment,treatment,FRAX,problem,TrAP
treatment,treatment,genetic disorders,problem,TrAP
treatment,treatment,FRAX,problem,TrAP
treatment,treatment,genetic disorders,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
lithium,treatment,neural defect,problem,TrAP
placebo-controlled trial,treatment,FXS,problem,TrAP
lithium,treatment,FXS,problem,TrAP
treatment,treatment,Attention deficit hyperactivity disorder,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
stimulant,treatment,ADHD,problem,TrAP
medications,treatment,ADHD,problem,TrAP
methylphenidate,treatment,ADHD,problem,TrAP
MPH,treatment,ADHD,problem,TrAP
MPH,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
carnitine,treatment,hyperactive-impulsive behavior,problem,TrAP
carnitine,treatment,ADHD,problem,TrAP
placebo-controlled trial,treatment,hyperactivity,problem,TrAP
L-acetylcarnitine,treatment,hyperactivity,problem,TrAP
L-acetylcarnitine,treatment,FXS,problem,TrAP
LAC,treatment,hyperactivity,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,ADHD,problem,TrAP
treatment,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
LAC,treatment,hyperactivity,problem,TrAP
LAC,treatment,ADHD,problem,TrAP
LAC,treatment,FXS,problem,TrAP
stimulant,treatment,ADHD,problem,TrAP
stimulant,treatment,FXS,problem,TrAP
drugs,treatment,ADHD,problem,TrAP
drugs,treatment,FXS,problem,TrAP
treatment,treatment,ADHD,problem,TrAP
treatment,treatment,FXS,problem,TrAP
psychotropic medication,treatment,ADHD-hyperactive type,problem,TrAP
Ampakine compound CX516,treatment,disorder,problem,TrAP
Ampakine compound CX516,treatment,fragile X syndrome,problem,TrAP
Ampakine compound CX516,treatment,FXS,problem,TrAP
treatment,treatment,disorder,problem,TrAP
treatment,treatment,fragile X syndrome,problem,TrAP
treatment,treatment,FXS,problem,TrAP
drug,treatment,FXS,problem,TrAP
CX516,treatment,FXS,problem,TrAP
treatment,treatment,FXS,problem,TrAP
sleep interventions,treatment,disabilities,problem,TrAP
training programme,treatment,sleep problems,problem,TrAP
training programme,treatment,autism,problem,TrAP
training programme,treatment,fragile X syndrome,problem,TrAP
training programme,treatment,FXS,problem,TrAP
behavioural principles,treatment,sleep problems,problem,TrAP
behavioural principles,treatment,autism,problem,TrAP
behavioural principles,treatment,fragile X syndrome,problem,TrAP
behavioural principles,treatment,FXS,problem,TrAP
L-acetylcarnitine,treatment,fragile X,problem,TrAP
LAC,treatment,fragile X,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,FXS,problem,TrAP
LAC,treatment,hyperactive behaviour,problem,TrAP
LAC,treatment,FXS,problem,TrAP
folinic acid therapy,treatment,Fragile X,problem,TrAP
dl-Leucovorin,treatment,Fragile X,problem,TrAP
folinic acid therapy,treatment,Fragile X,problem,TrAP
memantine,treatment,executive function/dysfunction,problem,TrCP
mGluR5 antagonist,treatment,behavioral symptoms,problem,TrCP
treatment,treatment,side effects,problem,TrCP
phosphodiesterase-4D (,test,FXS,problem,TrCP
treatment,treatment,parenting stress,problem,TrCP
treatment,treatment,parenting stress,problem,TrCP
FCT,treatment,problem behavior,problem,TrCP
FCT,treatment,irritability,problem,TrCP
treatment,treatment,problem behavior,problem,TrCP
treatment,treatment,fragile X,problem,TrCP
EGCG,treatment,FXS,problem,TrCP
CT,treatment,FXS,problem,TrCP
EGCG,treatment,cognition,problem,TrCP
EGCG,treatment,cognition,problem,TrCP
CT,treatment,cognition,problem,TrCP
CT,treatment,cognition,problem,TrCP
EGCG,treatment,cognition,problem,TrCP
treatment,treatment,compulsive behavior,problem,TrCP
Allopregnanolone treatment,treatment,GABA metabolism,problem,TrCP
allopregnanolone treatment,treatment,GABA metabolism,problem,TrCP
mGluR5-negative allosteric modulators,treatment,FXS,problem,TrCP
NAMs,treatment,FXS,problem,TrCP
allopregnanolone,treatment,brain activity,problem,TrCP
allopregnanolone,treatment,executive function,problem,TrCP
allopregnanolone,treatment,cognitive functioning,problem,TrCP
memantine,treatment,cognitive symptoms,problem,TrCP
Acamprosate,treatment,inattention/hyperactivity,problem,TrCP
minocycline,treatment,anxiety,problem,TrCP
minocycline,treatment,anxiety,problem,TrCP
minocycline,treatment,FXS,problem,TrCP
Minocycline,treatment,behavior,problem,TrCP
minocycline,treatment,mood-related behaviors,problem,TrCP
minocycline,treatment,mood-related behaviors,problem,TrCP
propofol,treatment,FXS,problem,TrCP
OT,treatment,social anxiety,problem,TrCP
minocycline,treatment,neural defects,problem,TrCP
minocycline,treatment,behavioural abnormalities,problem,TrCP
VPA,treatment,adaptive behavior,problem,TrCP
melatonin,treatment,sleep problems,problem,TrCP
melatonin,treatment,sleep problems,problem,TrCP
fenobam,treatment,FXS,problem,TrCP
mGluR5 antagonists,treatment,FXS,problem,TrCP
low-dose sertraline,treatment,FXS,problem,TrCP
Sertraline,treatment,side effects,problem,TrCP
sertraline,treatment,side effects,problem,TrCP
Treatment,treatment,side effects,problem,TrCP
treatment,treatment,FXS,problem,TrCP
sertraline,treatment,FXS,problem,TrCP
fenobam,treatment,adverse reactions,problem,TrCP
fenobam,treatment,adverse effects,problem,TrCP
memantine,treatment,core cognitive deficit,problem,TrIP
PDE4D,treatment,fragile X syndrome,problem,TrIP
PDE4D,treatment,FXS,problem,TrIP
telehealth,treatment,problem behavior,problem,TrIP
treatment,treatment,problem behavior,problem,TrIP
telehealth,treatment,irritability,problem,TrIP
treatment,treatment,irritability,problem,TrIP
FCT,treatment,parenting stress,problem,TrIP
treatment,treatment,parenting stress,problem,TrIP
Citicoline,treatment,adverse events,problem,TrIP
treatment,treatment,adverse events,problem,TrIP
treatment,treatment,problem behavior,problem,TrIP
phosphodiesterase-4D (,treatment,cognitive function,problem,TrIP
phosphodiesterase-4D (,treatment,behavioral outcomes,problem,TrIP
PDE4D,treatment,cognitive function,problem,TrIP
PDE4D,treatment,behavioral outcomes,problem,TrIP
Cannabidiol,treatment,behavioral symptoms,problem,TrIP
CBD,treatment,behavioral symptoms,problem,TrIP
allopregnanolone,treatment,cognitive functioning,problem,TrIP
Aripiprazole,treatment,irritable behavior,problem,TrIP
Minocycline,treatment,synapse abnormalities,problem,TrIP
Aripiprazole,treatment,irritable behavior,problem,TrIP
Allopregnanolone treatment,treatment,oxidative stress,problem,TrIP
allopregnanolone,treatment,psychological symptoms,problem,TrIP
memantine,treatment,memory performance,problem,TrIP
memantine,treatment,attentional processes,problem,TrIP
memantine,treatment,executive function/dysfunction,problem,TrIP
memantine,treatment,core cognitive deficit,problem,TrIP
mGluR5 antagonist,treatment,behavioral symptoms,problem,TrIP
mavoglurant,treatment,behavioral symptoms,problem,TrIP
mavoglurant,treatment,behavioral symptoms,problem,TrIP
Minocycline,treatment,synaptic abnormalities,problem,TrIP
propofol,treatment,rCPS,problem,TrIP
Propofol,treatment,rCPS,problem,TrIP
FCT,treatment,irritability,problem,TrIP
FCT,treatment,parenting stress,problem,TrIP
intervention,treatment,parenting stress,problem,TrIP
FCT,treatment,behavioral problems,problem,TrIP
intervention,treatment,behavioral problems,problem,TrIP
FCT,treatment,problem behaviors,problem,TrIP
FCT,treatment,FXS,problem,TrIP
analytic treatment,treatment,problem behavior,problem,TrIP
trofinetide,treatment,core fragile X syndrome,problem,TrIP
trofinetide,treatment,symptoms,problem,TrIP
Minocycline,treatment,FXS,problem,TrIP
minocycline,treatment,FXS,problem,TrIP
Acamprosate,treatment,inattention/hyperactivity,problem,TrIP
Minocycline,treatment,synaptic abnormalities,problem,TrIP
minocycline,treatment,anxiety,problem,TrIP
Aripiprazole,treatment,irritable behavior,problem,TrIP
minocycline,treatment,behavioural abnormalities,problem,TrIP
treatment,treatment,adaptive behavior,problem,TrIP
sertraline,treatment,FXS,problem,TrIP
sertraline,treatment,side effects,problem,TrIP
melatonin,treatment,sleep problems,problem,TrIP
melatonin,treatment,ASD,problem,TrIP
melatonin,treatment,FXS,problem,TrIP
fenobam,treatment,FXS,problem,TrIP
L-acetylcarnitine,treatment,hyperactivity,problem,TrIP
LAC,treatment,hyperactivity,problem,TrIP
basimglurant,treatment,psychiatric disorders,problem,TrNAP
basimglurant,treatment,psychosis,problem,TrNAP
aripiprazole,treatment,adverse events,problem,TrNAP
basimglurant,treatment,adverse events,problem,TrNAP
basimglurant,treatment,psychiatric disorders,problem,TrNAP
basimglurant,treatment,hallucinations,problem,TrNAP
basimglurant,treatment,psychosis,problem,TrNAP
aripiprazole,treatment,adverse events,problem,TrNAP
akathisia,problem,mild drooling,problem,TrNAP
psychotropic medication,treatment,deteriorated,problem,TrWP
STX209,treatment,side effects,problem,TrWP
minocycline,treatment,side effects,problem,TrWP
minocycline,treatment,diarrhea,problem,TrWP
CX516,treatment,allergic rash,problem,TrWP
CX516,treatment,substantial rash,problem,TrWP
